date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:07:33	42842/42842	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Dec%202018%2011:24:27%20GMT	https://demo.themeregion.com/carrito/index.html	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/index.html	(from )
08:07:34	1254/1254	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jul%202019%2014:40:59%20GMT	https://demo.themeregion.com/robots.txt		(from )
08:07:34	140936/140936	---M-Z	200	added ('OK')	text/css	etag:%2222688-5c0cfb6b-c66e45cbfe719440;gz%22	https://demo.themeregion.com/carrito/css/bootstrap.min.css	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/css/bootstrap.min.css	(from https://demo.themeregion.com/carrito/index.html)
08:07:35	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%227918-5c0cfb6b-1403069738aa5a58;gz%22	https://demo.themeregion.com/carrito/css/font-awesome.min.css	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/css/font-awesome.min.css	(from https://demo.themeregion.com/carrito/index.html)
08:07:35	55207/55207	---MCZ	200	added ('OK')	text/css	etag:W/%22114a8-5c0cfb6b-ee4064101c95375b;gz%22	https://demo.themeregion.com/carrito/css/animate.css	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/css/animate.css	(from https://demo.themeregion.com/carrito/index.html)
08:07:36	9513/9513	---M-Z	200	added ('OK')	text/css	etag:%222529-5c0cfb6b-f26aaa3a9b20e10b;gz%22	https://demo.themeregion.com/carrito/css/fonts.css	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/css/fonts.css	(from https://demo.themeregion.com/carrito/index.html)
08:07:36	3341/3341	---MCZ	200	added ('OK')	text/css	etag:W/%221176-5c0cfb6b-171b599e943a81b3;gz%22	https://demo.themeregion.com/carrito/css/slick.css	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/css/slick.css	(from https://demo.themeregion.com/carrito/index.html)
08:07:37	48539/48539	---MCZ	200	added ('OK')	text/css	etag:W/%22f55f-5c0cfb6b-df24aa2926d3c5dc;gz%22	https://demo.themeregion.com/carrito/css/main.css	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/css/main.css	(from https://demo.themeregion.com/carrito/index.html)
08:07:38	15169/15169	---M-Z	200	added ('OK')	text/css	etag:%223b41-5c0cfb6b-6ab2f40ebd21cf40;gz%22	https://demo.themeregion.com/carrito/css/responsive.css	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/css/responsive.css	(from https://demo.themeregion.com/carrito/index.html)
08:07:38	1150/1150	---MCZ	200	added ('OK')	image/x-icon	etag:W/%2247e-5c0cfb6b-bf545a6aa737811e;;;%22	https://demo.themeregion.com/carrito/images/ico/favicon.ico	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/ico/favicon.ico	(from https://demo.themeregion.com/carrito/index.html)
08:07:39	12106/12106	---M--	200	added ('OK')	image/png	etag:%222f4a-5c0cfb6b-b8beb505a273d4ec;;;%22	https://demo.themeregion.com/carrito/images/ico/apple-touch-icon-144-precomposed.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/ico/apple-touch-icon-144-precomposed.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:40	9293/9293	---M--	200	added ('OK')	image/png	etag:%22244d-5c0cfb6b-43fe867e008e8a0d;;;%22	https://demo.themeregion.com/carrito/images/ico/apple-touch-icon-114-precomposed.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/ico/apple-touch-icon-114-precomposed.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:40	2536/2536	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jul%202019%2014:40:59%20GMT	https://demo.themeregion.com/carrito/images/ico/apple-touch-icon-72-precomposed.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/ico/apple-touch-icon-72-precomposed.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:41	4106/4106	---M--	200	added ('OK')	image/png	etag:%22100a-5c0cfb6b-807083febb6fd5b3;;;%22	https://demo.themeregion.com/carrito/images/ico/apple-touch-icon-57-precomposed.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/ico/apple-touch-icon-57-precomposed.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:41	192/192	---M--	200	added ('OK')	image/png	etag:%22c0-5c0cfb6b-d4cf271ecd6f8e9e;;;%22	https://demo.themeregion.com/carrito/images/others/flag.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/others/flag.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:42	3465/3465	---M--	200	added ('OK')	image/png	etag:%22d89-5c0cfb6b-c0f074a8731fa3f;;;%22	https://demo.themeregion.com/carrito/images/logo.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/logo.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:42	2827/2827	---M--	200	added ('OK')	image/png	etag:%22b0b-5c0cfb6b-f199e9ebe0dfb9f0;;;%22	https://demo.themeregion.com/carrito/images/logo-white.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/logo-white.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:43	2116/2116	---M--	200	added ('OK')	image/png	etag:%22844-5c0cfb6b-521d82d116634889;;;%22	https://demo.themeregion.com/carrito/images/others/user.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/others/user.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:44	30630/30630	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Dec%202018%2011:24:27%20GMT	https://demo.themeregion.com/carrito/details.html	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/details.html	(from https://demo.themeregion.com/carrito/index.html)
08:07:45	6988/6988	---M--	200	added ('OK')	image/png	etag:%221b4c-5c0cfb6b-8c8e0c8d3dec4416;;;%22	https://demo.themeregion.com/carrito/images/product/man1.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/product/man1.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:45	11567/11567	---M--	200	added ('OK')	image/png	etag:%222d2f-5c0cfb6b-dc013578c7a3c8e0;;;%22	https://demo.themeregion.com/carrito/images/product/man2.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/product/man2.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:45	19532/19532	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Dec%202018%2011:24:27%20GMT	https://demo.themeregion.com/carrito/shopping-cart.html	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/shopping-cart.html	(from https://demo.themeregion.com/carrito/index.html)
08:07:46	35910/35910	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Dec%202018%2011:24:27%20GMT	https://demo.themeregion.com/carrito/index1.html	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/index1.html	(from https://demo.themeregion.com/carrito/index.html)
08:07:47	24970/24970	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Dec%202018%2011:24:27%20GMT	https://demo.themeregion.com/carrito/index2.html	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/index2.html	(from https://demo.themeregion.com/carrito/index.html)
08:07:48	30007/30007	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Dec%202018%2011:24:27%20GMT	https://demo.themeregion.com/carrito/listing.html	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/listing.html	(from https://demo.themeregion.com/carrito/index.html)
08:07:49	23498/23498	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Dec%202018%2011:24:27%20GMT	https://demo.themeregion.com/carrito/blog.html	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/blog.html	(from https://demo.themeregion.com/carrito/index.html)
08:07:49	27350/27350	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Dec%202018%2011:24:27%20GMT	https://demo.themeregion.com/carrito/blog-details.html	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/blog-details.html	(from https://demo.themeregion.com/carrito/index.html)
08:07:50	18774/18774	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Dec%202018%2011:24:27%20GMT	https://demo.themeregion.com/carrito/delivery.html	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/delivery.html	(from https://demo.themeregion.com/carrito/index.html)
08:07:50	18624/18624	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Dec%202018%2011:24:27%20GMT	https://demo.themeregion.com/carrito/payment.html	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/payment.html	(from https://demo.themeregion.com/carrito/index.html)
08:07:51	16117/16117	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Dec%202018%2011:24:27%20GMT	https://demo.themeregion.com/carrito/congrats.html	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/congrats.html	(from https://demo.themeregion.com/carrito/index.html)
08:07:53	560/560	---M--	200	added ('OK')	image/png	etag:%22230-5c0cfb6b-6632b0b5b10c62c3;;;%22	https://demo.themeregion.com/carrito/images/others/category1.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/others/category1.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:53	23649/23649	---M--	200	added ('OK')	image/jpeg	etag:%225c61-5c0cfb6b-b10e84c11e288a95;;;%22	https://demo.themeregion.com/carrito/images/product/1.jpg	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/product/1.jpg	(from https://demo.themeregion.com/carrito/index.html)
08:07:53	32759/32759	---M--	200	added ('OK')	image/jpeg	etag:%227ff7-5c0cfb6b-972c5899476236de;;;%22	https://demo.themeregion.com/carrito/images/product/2.jpg	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/product/2.jpg	(from https://demo.themeregion.com/carrito/index.html)
08:07:54	225122/225122	---M--	200	added ('OK')	image/png	etag:%2236f62-5c0cfb6b-67a62f67dd9cc410;;;%22	https://demo.themeregion.com/carrito/images/others/banner-img.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/others/banner-img.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:54	9545/9545	---M--	200	added ('OK')	image/png	etag:%222549-5c0cfb6b-7e9dcfecf55aa2c9;;;%22	https://demo.themeregion.com/carrito/images/product/man3.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/product/man3.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:54	548/548	---M--	200	added ('OK')	image/png	etag:%22224-5c0cfb6b-94e3bae815172cc4;;;%22	https://demo.themeregion.com/carrito/images/others/category2.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/others/category2.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:54	10506/10506	---M--	200	added ('OK')	image/png	etag:%22290a-5c0cfb6b-ca05ffa0b4f8568a;;;%22	https://demo.themeregion.com/carrito/images/product/womens1.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/product/womens1.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:54	5356/5356	---M--	200	added ('OK')	image/png	etag:%2214ec-5c0cfb6b-59cccd62e57e3c26;;;%22	https://demo.themeregion.com/carrito/images/product/womens2.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/product/womens2.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:55	7745/7745	---M--	200	added ('OK')	image/png	etag:%221e41-5c0cfb6b-c6d494e624a38447;;;%22	https://demo.themeregion.com/carrito/images/product/womens3.png	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/product/womens3.png	(from https://demo.themeregion.com/carrito/index.html)
08:07:55	19702/19702	---M--	200	added ('OK')	image/jpeg	etag:%224cf6-5c0cfb6b-922cc7f0692674f2;;;%22	https://demo.themeregion.com/carrito/images/others/cta-img.jpg	C:/My%20Web%20Sites/carrito/demo.themeregion.com/carrito/images/others/cta-img.jpg	(from https://demo.themeregion.com/carrito/index.html)
